colour	fill	x	y	group	showSelected1
#07EE89	#07EE89	201.775959737787	309.534157952327	1	175
#07EE89	#07EE89	203.845578197465	310.729052727141	1	175
#07EE89	#07EE89	205.25026125082	312.662433085771	1	175
#07EE89	#07EE89	205.747126436782	315	1	175
#07EC8A	#07EC8A	205.747126436782	315	1	176
#07EC8A	#07EC8A	205.25026125082	317.337566914229	1	176
#07EC8A	#07EC8A	203.845578197465	319.270947272859	1	176
#07EC8A	#07EC8A	201.775959737787	320.465842047673	1	176
#07EC8A	#07EC8A	199.399261705358	320.715643076829	1	176
#07EC8A	#07EC8A	197.126436781609	319.977157493014	1	176
#07EC8A	#07EC8A	195.350477043822	318.3780761626	1	176
#07EC8A	#07EC8A	194.378462064748	316.194894774815	1	176
#07EC8A	#07EC8A	194.378462064748	313.805105225185	1	176
#07EC8A	#07EC8A	195.350477043822	311.6219238374	1	176
#07EC8A	#07EC8A	197.126436781609	310.022842506986	1	176
#07EC8A	#07EC8A	199.399261705358	309.284356923171	1	176
#07EC8A	#07EC8A	201.775959737787	309.534157952327	1	176
#07EC8A	#07EC8A	203.845578197465	310.729052727141	1	176
#07EC8A	#07EC8A	205.25026125082	312.662433085771	1	176
#07EC8A	#07EC8A	205.747126436782	315	1	176
#08EA8C	#08EA8C	205.747126436782	315	1	177
#08EA8C	#08EA8C	205.25026125082	317.337566914229	1	177
#08EA8C	#08EA8C	203.845578197465	319.270947272859	1	177
#08EA8C	#08EA8C	201.775959737787	320.465842047673	1	177
#08EA8C	#08EA8C	199.399261705358	320.715643076829	1	177
#08EA8C	#08EA8C	197.126436781609	319.977157493014	1	177
#08EA8C	#08EA8C	195.350477043822	318.3780761626	1	177
#08EA8C	#08EA8C	194.378462064748	316.194894774815	1	177
#08EA8C	#08EA8C	194.378462064748	313.805105225185	1	177
#08EA8C	#08EA8C	195.350477043822	311.6219238374	1	177
#08EA8C	#08EA8C	197.126436781609	310.022842506986	1	177
#08EA8C	#08EA8C	199.399261705358	309.284356923171	1	177
#08EA8C	#08EA8C	201.775959737787	309.534157952327	1	177
#08EA8C	#08EA8C	203.845578197465	310.729052727141	1	177
#08EA8C	#08EA8C	205.25026125082	312.662433085771	1	177
#08EA8C	#08EA8C	205.747126436782	315	1	177
#09E98D	#09E98D	205.747126436782	315	1	178
#09E98D	#09E98D	205.25026125082	317.337566914229	1	178
#09E98D	#09E98D	203.845578197465	319.270947272859	1	178
#09E98D	#09E98D	201.775959737787	320.465842047673	1	178
#09E98D	#09E98D	199.399261705358	320.715643076829	1	178
#09E98D	#09E98D	197.126436781609	319.977157493014	1	178
#09E98D	#09E98D	195.350477043822	318.3780761626	1	178
#09E98D	#09E98D	194.378462064748	316.194894774815	1	178
#09E98D	#09E98D	194.378462064748	313.805105225185	1	178
#09E98D	#09E98D	195.350477043822	311.6219238374	1	178
#09E98D	#09E98D	197.126436781609	310.022842506986	1	178
#09E98D	#09E98D	199.399261705358	309.284356923171	1	178
#09E98D	#09E98D	201.775959737787	309.534157952327	1	178
#09E98D	#09E98D	203.845578197465	310.729052727141	1	178
#09E98D	#09E98D	205.25026125082	312.662433085771	1	178
#09E98D	#09E98D	205.747126436782	315	1	178
#0AE78E	#0AE78E	205.747126436782	315	1	179
#0AE78E	#0AE78E	205.25026125082	317.337566914229	1	179
#0AE78E	#0AE78E	203.845578197465	319.270947272859	1	179
#0AE78E	#0AE78E	201.775959737787	320.465842047673	1	179
#0AE78E	#0AE78E	199.399261705358	320.715643076829	1	179
#0AE78E	#0AE78E	197.126436781609	319.977157493014	1	179
#0AE78E	#0AE78E	195.350477043822	318.3780761626	1	179
#0AE78E	#0AE78E	194.378462064748	316.194894774815	1	179
#0AE78E	#0AE78E	194.378462064748	313.805105225185	1	179
#0AE78E	#0AE78E	195.350477043822	311.6219238374	1	179
#0AE78E	#0AE78E	197.126436781609	310.022842506986	1	179
#0AE78E	#0AE78E	199.399261705358	309.284356923171	1	179
#0AE78E	#0AE78E	201.775959737787	309.534157952327	1	179
#0AE78E	#0AE78E	203.845578197465	310.729052727141	1	179
#0AE78E	#0AE78E	205.25026125082	312.662433085771	1	179
#0AE78E	#0AE78E	205.747126436782	315	1	179
#0BE58F	#0BE58F	205.747126436782	315	1	180
#0BE58F	#0BE58F	205.25026125082	317.337566914229	1	180
#0BE58F	#0BE58F	203.845578197465	319.270947272859	1	180
#0BE58F	#0BE58F	201.775959737787	320.465842047673	1	180
#0BE58F	#0BE58F	199.399261705358	320.715643076829	1	180
#0BE58F	#0BE58F	197.126436781609	319.977157493014	1	180
#0BE58F	#0BE58F	195.350477043822	318.3780761626	1	180
#0BE58F	#0BE58F	194.378462064748	316.194894774815	1	180
#0BE58F	#0BE58F	194.378462064748	313.805105225185	1	180
#0BE58F	#0BE58F	195.350477043822	311.6219238374	1	180
#0BE58F	#0BE58F	197.126436781609	310.022842506986	1	180
#0BE58F	#0BE58F	199.399261705358	309.284356923171	1	180
#0BE58F	#0BE58F	201.775959737787	309.534157952327	1	180
#0BE58F	#0BE58F	203.845578197465	310.729052727141	1	180
#0BE58F	#0BE58F	205.25026125082	312.662433085771	1	180
#0BE58F	#0BE58F	205.747126436782	315	1	180
#0BE390	#0BE390	205.747126436782	315	1	181
#0BE390	#0BE390	205.25026125082	317.337566914229	1	181
#0BE390	#0BE390	203.845578197465	319.270947272859	1	181
#0BE390	#0BE390	201.775959737787	320.465842047673	1	181
#0BE390	#0BE390	199.399261705358	320.715643076829	1	181
#0BE390	#0BE390	197.126436781609	319.977157493014	1	181
#0BE390	#0BE390	195.350477043822	318.3780761626	1	181
#0BE390	#0BE390	194.378462064748	316.194894774815	1	181
#0BE390	#0BE390	194.378462064748	313.805105225185	1	181
#0BE390	#0BE390	195.350477043822	311.6219238374	1	181
#0BE390	#0BE390	197.126436781609	310.022842506986	1	181
#0BE390	#0BE390	199.399261705358	309.284356923171	1	181
#0BE390	#0BE390	201.775959737787	309.534157952327	1	181
#0BE390	#0BE390	203.845578197465	310.729052727141	1	181
#0BE390	#0BE390	205.25026125082	312.662433085771	1	181
#0BE390	#0BE390	205.747126436782	315	1	181
#0CE192	#0CE192	205.747126436782	315	1	182
#0CE192	#0CE192	205.25026125082	317.337566914229	1	182
#0CE192	#0CE192	203.845578197465	319.270947272859	1	182
#0CE192	#0CE192	201.775959737787	320.465842047673	1	182
#0CE192	#0CE192	199.399261705358	320.715643076829	1	182
#0CE192	#0CE192	197.126436781609	319.977157493014	1	182
#0CE192	#0CE192	195.350477043822	318.3780761626	1	182
#0CE192	#0CE192	194.378462064748	316.194894774815	1	182
#0CE192	#0CE192	194.378462064748	313.805105225185	1	182
#0CE192	#0CE192	195.350477043822	311.6219238374	1	182
#0CE192	#0CE192	197.126436781609	310.022842506986	1	182
#0CE192	#0CE192	199.399261705358	309.284356923171	1	182
#0CE192	#0CE192	201.775959737787	309.534157952327	1	182
#0CE192	#0CE192	203.845578197465	310.729052727141	1	182
#0CE192	#0CE192	205.25026125082	312.662433085771	1	182
#0CE192	#0CE192	205.747126436782	315	1	182
#0DDF93	#0DDF93	205.747126436782	315	1	183
#0DDF93	#0DDF93	205.25026125082	317.337566914229	1	183
#0DDF93	#0DDF93	203.845578197465	319.270947272859	1	183
#0DDF93	#0DDF93	201.775959737787	320.465842047673	1	183
#0DDF93	#0DDF93	199.399261705358	320.715643076829	1	183
#0DDF93	#0DDF93	197.126436781609	319.977157493014	1	183
#0DDF93	#0DDF93	195.350477043822	318.3780761626	1	183
#0DDF93	#0DDF93	194.378462064748	316.194894774815	1	183
#0DDF93	#0DDF93	194.378462064748	313.805105225185	1	183
#0DDF93	#0DDF93	195.350477043822	311.6219238374	1	183
#0DDF93	#0DDF93	197.126436781609	310.022842506986	1	183
#0DDF93	#0DDF93	199.399261705358	309.284356923171	1	183
#0DDF93	#0DDF93	201.775959737787	309.534157952327	1	183
#0DDF93	#0DDF93	203.845578197465	310.729052727141	1	183
#0DDF93	#0DDF93	205.25026125082	312.662433085771	1	183
#0DDF93	#0DDF93	205.747126436782	315	1	183
#0EDE94	#0EDE94	205.747126436782	315	1	184
#0EDE94	#0EDE94	205.25026125082	317.337566914229	1	184
#0EDE94	#0EDE94	203.845578197465	319.270947272859	1	184
#0EDE94	#0EDE94	201.775959737787	320.465842047673	1	184
#0EDE94	#0EDE94	199.399261705358	320.715643076829	1	184
#0EDE94	#0EDE94	197.126436781609	319.977157493014	1	184
#0EDE94	#0EDE94	195.350477043822	318.3780761626	1	184
#0EDE94	#0EDE94	194.378462064748	316.194894774815	1	184
#0EDE94	#0EDE94	194.378462064748	313.805105225185	1	184
#0EDE94	#0EDE94	195.350477043822	311.6219238374	1	184
#0EDE94	#0EDE94	197.126436781609	310.022842506986	1	184
#0EDE94	#0EDE94	199.399261705358	309.284356923171	1	184
#0EDE94	#0EDE94	201.775959737787	309.534157952327	1	184
#0EDE94	#0EDE94	203.845578197465	310.729052727141	1	184
#0EDE94	#0EDE94	205.25026125082	312.662433085771	1	184
#0EDE94	#0EDE94	205.747126436782	315	1	184
#0FDC95	#0FDC95	205.747126436782	315	1	185
#0FDC95	#0FDC95	205.25026125082	317.337566914229	1	185
#0FDC95	#0FDC95	203.845578197465	319.270947272859	1	185
#0FDC95	#0FDC95	201.775959737787	320.465842047673	1	185
#0FDC95	#0FDC95	199.399261705358	320.715643076829	1	185
#0FDC95	#0FDC95	197.126436781609	319.977157493014	1	185
#0FDC95	#0FDC95	195.350477043822	318.3780761626	1	185
#0FDC95	#0FDC95	194.378462064748	316.194894774815	1	185
#0FDC95	#0FDC95	194.378462064748	313.805105225185	1	185
#0FDC95	#0FDC95	195.350477043822	311.6219238374	1	185
#0FDC95	#0FDC95	197.126436781609	310.022842506986	1	185
#0FDC95	#0FDC95	199.399261705358	309.284356923171	1	185
#0FDC95	#0FDC95	201.775959737787	309.534157952327	1	185
#0FDC95	#0FDC95	203.845578197465	310.729052727141	1	185
#0FDC95	#0FDC95	205.25026125082	312.662433085771	1	185
#0FDC95	#0FDC95	205.747126436782	315	1	185
#0FDA96	#0FDA96	205.747126436782	315	1	186
#0FDA96	#0FDA96	205.25026125082	317.337566914229	1	186
#0FDA96	#0FDA96	203.845578197465	319.270947272859	1	186
#0FDA96	#0FDA96	201.775959737787	320.465842047673	1	186
#0FDA96	#0FDA96	199.399261705358	320.715643076829	1	186
#0FDA96	#0FDA96	197.126436781609	319.977157493014	1	186
#0FDA96	#0FDA96	195.350477043822	318.3780761626	1	186
#0FDA96	#0FDA96	194.378462064748	316.194894774815	1	186
#0FDA96	#0FDA96	194.378462064748	313.805105225185	1	186
#0FDA96	#0FDA96	195.350477043822	311.6219238374	1	186
#0FDA96	#0FDA96	197.126436781609	310.022842506986	1	186
#0FDA96	#0FDA96	199.399261705358	309.284356923171	1	186
#0FDA96	#0FDA96	201.775959737787	309.534157952327	1	186
#0FDA96	#0FDA96	203.845578197465	310.729052727141	1	186
#0FDA96	#0FDA96	205.25026125082	312.662433085771	1	186
#0FDA96	#0FDA96	205.747126436782	315	1	186
#10D898	#10D898	205.747126436782	315	1	187
#10D898	#10D898	205.25026125082	317.337566914229	1	187
#10D898	#10D898	203.845578197465	319.270947272859	1	187
#10D898	#10D898	201.775959737787	320.465842047673	1	187
#10D898	#10D898	199.399261705358	320.715643076829	1	187
#10D898	#10D898	197.126436781609	319.977157493014	1	187
#10D898	#10D898	195.350477043822	318.3780761626	1	187
#10D898	#10D898	194.378462064748	316.194894774815	1	187
#10D898	#10D898	194.378462064748	313.805105225185	1	187
#10D898	#10D898	195.350477043822	311.6219238374	1	187
#10D898	#10D898	197.126436781609	310.022842506986	1	187
#10D898	#10D898	199.399261705358	309.284356923171	1	187
#10D898	#10D898	201.775959737787	309.534157952327	1	187
#10D898	#10D898	203.845578197465	310.729052727141	1	187
#10D898	#10D898	205.25026125082	312.662433085771	1	187
#10D898	#10D898	205.747126436782	315	1	187
#11D699	#11D699	205.747126436782	315	1	188
#11D699	#11D699	205.25026125082	317.337566914229	1	188
#11D699	#11D699	203.845578197465	319.270947272859	1	188
#11D699	#11D699	201.775959737787	320.465842047673	1	188
#11D699	#11D699	199.399261705358	320.715643076829	1	188
#11D699	#11D699	197.126436781609	319.977157493014	1	188
#11D699	#11D699	195.350477043822	318.3780761626	1	188
#11D699	#11D699	194.378462064748	316.194894774815	1	188
#11D699	#11D699	194.378462064748	313.805105225185	1	188
#11D699	#11D699	195.350477043822	311.6219238374	1	188
#11D699	#11D699	197.126436781609	310.022842506986	1	188
#11D699	#11D699	199.399261705358	309.284356923171	1	188
#11D699	#11D699	201.775959737787	309.534157952327	1	188
#11D699	#11D699	203.845578197465	310.729052727141	1	188
#11D699	#11D699	205.25026125082	312.662433085771	1	188
#11D699	#11D699	205.747126436782	315	1	188
#12D59A	#12D59A	205.747126436782	315	1	189
#12D59A	#12D59A	205.25026125082	317.337566914229	1	189
#12D59A	#12D59A	203.845578197465	319.270947272859	1	189
#12D59A	#12D59A	201.775959737787	320.465842047673	1	189
#12D59A	#12D59A	199.399261705358	320.715643076829	1	189
#12D59A	#12D59A	197.126436781609	319.977157493014	1	189
#12D59A	#12D59A	195.350477043822	318.3780761626	1	189
#12D59A	#12D59A	194.378462064748	316.194894774815	1	189
#12D59A	#12D59A	194.378462064748	313.805105225185	1	189
#12D59A	#12D59A	195.350477043822	311.6219238374	1	189
#12D59A	#12D59A	197.126436781609	310.022842506986	1	189
#12D59A	#12D59A	199.399261705358	309.284356923171	1	189
#12D59A	#12D59A	201.775959737787	309.534157952327	1	189
#12D59A	#12D59A	203.845578197465	310.729052727141	1	189
#12D59A	#12D59A	205.25026125082	312.662433085771	1	189
#12D59A	#12D59A	205.747126436782	315	1	189
#12D39B	#12D39B	205.747126436782	315	1	190
#12D39B	#12D39B	205.25026125082	317.337566914229	1	190
#12D39B	#12D39B	203.845578197465	319.270947272859	1	190
#12D39B	#12D39B	201.775959737787	320.465842047673	1	190
#12D39B	#12D39B	199.399261705358	320.715643076829	1	190
#12D39B	#12D39B	197.126436781609	319.977157493014	1	190
#12D39B	#12D39B	195.350477043822	318.3780761626	1	190
#12D39B	#12D39B	194.378462064748	316.194894774815	1	190
#12D39B	#12D39B	194.378462064748	313.805105225185	1	190
#12D39B	#12D39B	195.350477043822	311.6219238374	1	190
#12D39B	#12D39B	197.126436781609	310.022842506986	1	190
#12D39B	#12D39B	199.399261705358	309.284356923171	1	190
#12D39B	#12D39B	201.775959737787	309.534157952327	1	190
#12D39B	#12D39B	203.845578197465	310.729052727141	1	190
#12D39B	#12D39B	205.25026125082	312.662433085771	1	190
#12D39B	#12D39B	205.747126436782	315	1	190
#13D19C	#13D19C	205.747126436782	315	1	191
#13D19C	#13D19C	205.25026125082	317.337566914229	1	191
#13D19C	#13D19C	203.845578197465	319.270947272859	1	191
#13D19C	#13D19C	201.775959737787	320.465842047673	1	191
#13D19C	#13D19C	199.399261705358	320.715643076829	1	191
#13D19C	#13D19C	197.126436781609	319.977157493014	1	191
#13D19C	#13D19C	195.350477043822	318.3780761626	1	191
#13D19C	#13D19C	194.378462064748	316.194894774815	1	191
#13D19C	#13D19C	194.378462064748	313.805105225185	1	191
#13D19C	#13D19C	195.350477043822	311.6219238374	1	191
#13D19C	#13D19C	197.126436781609	310.022842506986	1	191
#13D19C	#13D19C	199.399261705358	309.284356923171	1	191
#13D19C	#13D19C	201.775959737787	309.534157952327	1	191
#13D19C	#13D19C	203.845578197465	310.729052727141	1	191
#13D19C	#13D19C	205.25026125082	312.662433085771	1	191
#13D19C	#13D19C	205.747126436782	315	1	191
#14CF9D	#14CF9D	205.747126436782	315	1	192
#14CF9D	#14CF9D	205.25026125082	317.337566914229	1	192
#14CF9D	#14CF9D	203.845578197465	319.270947272859	1	192
#14CF9D	#14CF9D	201.775959737787	320.465842047673	1	192
#14CF9D	#14CF9D	199.399261705358	320.715643076829	1	192
#14CF9D	#14CF9D	197.126436781609	319.977157493014	1	192
#14CF9D	#14CF9D	195.350477043822	318.3780761626	1	192
#14CF9D	#14CF9D	194.378462064748	316.194894774815	1	192
#14CF9D	#14CF9D	194.378462064748	313.805105225185	1	192
#14CF9D	#14CF9D	195.350477043822	311.6219238374	1	192
#14CF9D	#14CF9D	197.126436781609	310.022842506986	1	192
#14CF9D	#14CF9D	199.399261705358	309.284356923171	1	192
#14CF9D	#14CF9D	201.775959737787	309.534157952327	1	192
#14CF9D	#14CF9D	203.845578197465	310.729052727141	1	192
#14CF9D	#14CF9D	205.25026125082	312.662433085771	1	192
#14CF9D	#14CF9D	205.747126436782	315	1	192
#15CD9F	#15CD9F	205.747126436782	315	1	193
#15CD9F	#15CD9F	205.25026125082	317.337566914229	1	193
#15CD9F	#15CD9F	203.845578197465	319.270947272859	1	193
#15CD9F	#15CD9F	201.775959737787	320.465842047673	1	193
#15CD9F	#15CD9F	199.399261705358	320.715643076829	1	193
#15CD9F	#15CD9F	197.126436781609	319.977157493014	1	193
#15CD9F	#15CD9F	195.350477043822	318.3780761626	1	193
#15CD9F	#15CD9F	194.378462064748	316.194894774815	1	193
#15CD9F	#15CD9F	194.378462064748	313.805105225185	1	193
#15CD9F	#15CD9F	195.350477043822	311.6219238374	1	193
#15CD9F	#15CD9F	197.126436781609	310.022842506986	1	193
#15CD9F	#15CD9F	199.399261705358	309.284356923171	1	193
#15CD9F	#15CD9F	201.775959737787	309.534157952327	1	193
#15CD9F	#15CD9F	203.845578197465	310.729052727141	1	193
#15CD9F	#15CD9F	205.25026125082	312.662433085771	1	193
#15CD9F	#15CD9F	205.747126436782	315	1	193
#16CBA0	#16CBA0	205.747126436782	315	1	194
#16CBA0	#16CBA0	205.25026125082	317.337566914229	1	194
#16CBA0	#16CBA0	203.845578197465	319.270947272859	1	194
#16CBA0	#16CBA0	201.775959737787	320.465842047673	1	194
#16CBA0	#16CBA0	199.399261705358	320.715643076829	1	194
#16CBA0	#16CBA0	197.126436781609	319.977157493014	1	194
#16CBA0	#16CBA0	195.350477043822	318.3780761626	1	194
#16CBA0	#16CBA0	194.378462064748	316.194894774815	1	194
#16CBA0	#16CBA0	194.378462064748	313.805105225185	1	194
#16CBA0	#16CBA0	195.350477043822	311.6219238374	1	194
#16CBA0	#16CBA0	197.126436781609	310.022842506986	1	194
#16CBA0	#16CBA0	199.399261705358	309.284356923171	1	194
#16CBA0	#16CBA0	201.775959737787	309.534157952327	1	194
#16CBA0	#16CBA0	203.845578197465	310.729052727141	1	194
#16CBA0	#16CBA0	205.25026125082	312.662433085771	1	194
#16CBA0	#16CBA0	205.747126436782	315	1	194
#16CAA1	#16CAA1	205.747126436782	315	1	195
#16CAA1	#16CAA1	205.25026125082	317.337566914229	1	195
#16CAA1	#16CAA1	203.845578197465	319.270947272859	1	195
#16CAA1	#16CAA1	201.775959737787	320.465842047673	1	195
#16CAA1	#16CAA1	199.399261705358	320.715643076829	1	195
#16CAA1	#16CAA1	197.126436781609	319.977157493014	1	195
#16CAA1	#16CAA1	195.350477043822	318.3780761626	1	195
#16CAA1	#16CAA1	194.378462064748	316.194894774815	1	195
#16CAA1	#16CAA1	194.378462064748	313.805105225185	1	195
#16CAA1	#16CAA1	195.350477043822	311.6219238374	1	195
#16CAA1	#16CAA1	197.126436781609	310.022842506986	1	195
#16CAA1	#16CAA1	199.399261705358	309.284356923171	1	195
#16CAA1	#16CAA1	201.775959737787	309.534157952327	1	195
#16CAA1	#16CAA1	203.845578197465	310.729052727141	1	195
#16CAA1	#16CAA1	205.25026125082	312.662433085771	1	195
#16CAA1	#16CAA1	205.747126436782	315	1	195
#17C8A2	#17C8A2	205.747126436782	315	1	196
#17C8A2	#17C8A2	205.25026125082	317.337566914229	1	196
#17C8A2	#17C8A2	203.845578197465	319.270947272859	1	196
#17C8A2	#17C8A2	201.775959737787	320.465842047673	1	196
#17C8A2	#17C8A2	199.399261705358	320.715643076829	1	196
#17C8A2	#17C8A2	197.126436781609	319.977157493014	1	196
#17C8A2	#17C8A2	195.350477043822	318.3780761626	1	196
#17C8A2	#17C8A2	194.378462064748	316.194894774815	1	196
#17C8A2	#17C8A2	194.378462064748	313.805105225185	1	196
#17C8A2	#17C8A2	195.350477043822	311.6219238374	1	196
#17C8A2	#17C8A2	197.126436781609	310.022842506986	1	196
#17C8A2	#17C8A2	199.399261705358	309.284356923171	1	196
#17C8A2	#17C8A2	201.775959737787	309.534157952327	1	196
#17C8A2	#17C8A2	203.845578197465	310.729052727141	1	196
#17C8A2	#17C8A2	205.25026125082	312.662433085771	1	196
#17C8A2	#17C8A2	205.747126436782	315	1	196
#18C6A3	#18C6A3	205.747126436782	315	1	197
#18C6A3	#18C6A3	205.25026125082	317.337566914229	1	197
#18C6A3	#18C6A3	203.845578197465	319.270947272859	1	197
#18C6A3	#18C6A3	201.775959737787	320.465842047673	1	197
#18C6A3	#18C6A3	199.399261705358	320.715643076829	1	197
#18C6A3	#18C6A3	197.126436781609	319.977157493014	1	197
#18C6A3	#18C6A3	195.350477043822	318.3780761626	1	197
#18C6A3	#18C6A3	194.378462064748	316.194894774815	1	197
#18C6A3	#18C6A3	194.378462064748	313.805105225185	1	197
#18C6A3	#18C6A3	195.350477043822	311.6219238374	1	197
#18C6A3	#18C6A3	197.126436781609	310.022842506986	1	197
#18C6A3	#18C6A3	199.399261705358	309.284356923171	1	197
#18C6A3	#18C6A3	201.775959737787	309.534157952327	1	197
#18C6A3	#18C6A3	203.845578197465	310.729052727141	1	197
#18C6A3	#18C6A3	205.25026125082	312.662433085771	1	197
#18C6A3	#18C6A3	205.747126436782	315	1	197
#19C4A5	#19C4A5	205.747126436782	315	1	198
#19C4A5	#19C4A5	205.25026125082	317.337566914229	1	198
#19C4A5	#19C4A5	203.845578197465	319.270947272859	1	198
#19C4A5	#19C4A5	201.775959737787	320.465842047673	1	198
#19C4A5	#19C4A5	199.399261705358	320.715643076829	1	198
#19C4A5	#19C4A5	197.126436781609	319.977157493014	1	198
#19C4A5	#19C4A5	195.350477043822	318.3780761626	1	198
#19C4A5	#19C4A5	194.378462064748	316.194894774815	1	198
#19C4A5	#19C4A5	194.378462064748	313.805105225185	1	198
#19C4A5	#19C4A5	195.350477043822	311.6219238374	1	198
#19C4A5	#19C4A5	197.126436781609	310.022842506986	1	198
#19C4A5	#19C4A5	199.399261705358	309.284356923171	1	198
#19C4A5	#19C4A5	201.775959737787	309.534157952327	1	198
#19C4A5	#19C4A5	203.845578197465	310.729052727141	1	198
#19C4A5	#19C4A5	205.25026125082	312.662433085771	1	198
#19C4A5	#19C4A5	205.747126436782	315	1	198
#1AC2A6	#1AC2A6	205.747126436782	315	1	199
#1AC2A6	#1AC2A6	205.25026125082	317.337566914229	1	199
#1AC2A6	#1AC2A6	203.845578197465	319.270947272859	1	199
#1AC2A6	#1AC2A6	201.775959737787	320.465842047673	1	199
#1AC2A6	#1AC2A6	199.399261705358	320.715643076829	1	199
#1AC2A6	#1AC2A6	197.126436781609	319.977157493014	1	199
#1AC2A6	#1AC2A6	195.350477043822	318.3780761626	1	199
#1AC2A6	#1AC2A6	194.378462064748	316.194894774815	1	199
#1AC2A6	#1AC2A6	194.378462064748	313.805105225185	1	199
#1AC2A6	#1AC2A6	195.350477043822	311.6219238374	1	199
#1AC2A6	#1AC2A6	197.126436781609	310.022842506986	1	199
#1AC2A6	#1AC2A6	199.399261705358	309.284356923171	1	199
#1AC2A6	#1AC2A6	201.775959737787	309.534157952327	1	199
#1AC2A6	#1AC2A6	203.845578197465	310.729052727141	1	199
#1AC2A6	#1AC2A6	205.25026125082	312.662433085771	1	199
#1AC2A6	#1AC2A6	205.747126436782	315	1	199
#1AC1A7	#1AC1A7	205.747126436782	315	1	200
#1AC1A7	#1AC1A7	205.25026125082	317.337566914229	1	200
#1AC1A7	#1AC1A7	203.845578197465	319.270947272859	1	200
#1AC1A7	#1AC1A7	201.775959737787	320.465842047673	1	200
#1AC1A7	#1AC1A7	199.399261705358	320.715643076829	1	200
#1AC1A7	#1AC1A7	197.126436781609	319.977157493014	1	200
#1AC1A7	#1AC1A7	195.350477043822	318.3780761626	1	200
#1AC1A7	#1AC1A7	194.378462064748	316.194894774815	1	200
#1AC1A7	#1AC1A7	194.378462064748	313.805105225185	1	200
#1AC1A7	#1AC1A7	195.350477043822	311.6219238374	1	200
#1AC1A7	#1AC1A7	197.126436781609	310.022842506986	1	200
#1AC1A7	#1AC1A7	199.399261705358	309.284356923171	1	200
#1AC1A7	#1AC1A7	201.775959737787	309.534157952327	1	200
#1AC1A7	#1AC1A7	203.845578197465	310.729052727141	1	200
#1AC1A7	#1AC1A7	205.25026125082	312.662433085771	1	200
#1AC1A7	#1AC1A7	205.747126436782	315	1	200
#1BBFA8	#1BBFA8	205.747126436782	315	1	201
#1BBFA8	#1BBFA8	205.25026125082	317.337566914229	1	201
#1BBFA8	#1BBFA8	203.845578197465	319.270947272859	1	201
#1BBFA8	#1BBFA8	201.775959737787	320.465842047673	1	201
#1BBFA8	#1BBFA8	199.399261705358	320.715643076829	1	201
#1BBFA8	#1BBFA8	197.126436781609	319.977157493014	1	201
#1BBFA8	#1BBFA8	195.350477043822	318.3780761626	1	201
#1BBFA8	#1BBFA8	194.378462064748	316.194894774815	1	201
#1BBFA8	#1BBFA8	194.378462064748	313.805105225185	1	201
#1BBFA8	#1BBFA8	195.350477043822	311.6219238374	1	201
#1BBFA8	#1BBFA8	197.126436781609	310.022842506986	1	201
#1BBFA8	#1BBFA8	199.399261705358	309.284356923171	1	201
#1BBFA8	#1BBFA8	201.775959737787	309.534157952327	1	201
#1BBFA8	#1BBFA8	203.845578197465	310.729052727141	1	201
#1BBFA8	#1BBFA8	205.25026125082	312.662433085771	1	201
#1BBFA8	#1BBFA8	205.747126436782	315	1	201
#1CBDA9	#1CBDA9	205.747126436782	315	1	202
#1CBDA9	#1CBDA9	205.25026125082	317.337566914229	1	202
#1CBDA9	#1CBDA9	203.845578197465	319.270947272859	1	202
#1CBDA9	#1CBDA9	201.775959737787	320.465842047673	1	202
#1CBDA9	#1CBDA9	199.399261705358	320.715643076829	1	202
#1CBDA9	#1CBDA9	197.126436781609	319.977157493014	1	202
#1CBDA9	#1CBDA9	195.350477043822	318.3780761626	1	202
#1CBDA9	#1CBDA9	194.378462064748	316.194894774815	1	202
#1CBDA9	#1CBDA9	194.378462064748	313.805105225185	1	202
#1CBDA9	#1CBDA9	195.350477043822	311.6219238374	1	202
#1CBDA9	#1CBDA9	197.126436781609	310.022842506986	1	202
#1CBDA9	#1CBDA9	199.399261705358	309.284356923171	1	202
#1CBDA9	#1CBDA9	201.775959737787	309.534157952327	1	202
#1CBDA9	#1CBDA9	203.845578197465	310.729052727141	1	202
#1CBDA9	#1CBDA9	205.25026125082	312.662433085771	1	202
#1CBDA9	#1CBDA9	205.747126436782	315	1	202
#1DBBAB	#1DBBAB	205.747126436782	315	1	203
#1DBBAB	#1DBBAB	205.25026125082	317.337566914229	1	203
#1DBBAB	#1DBBAB	203.845578197465	319.270947272859	1	203
#1DBBAB	#1DBBAB	201.775959737787	320.465842047673	1	203
#1DBBAB	#1DBBAB	199.399261705358	320.715643076829	1	203
#1DBBAB	#1DBBAB	197.126436781609	319.977157493014	1	203
#1DBBAB	#1DBBAB	195.350477043822	318.3780761626	1	203
#1DBBAB	#1DBBAB	194.378462064748	316.194894774815	1	203
#1DBBAB	#1DBBAB	194.378462064748	313.805105225185	1	203
#1DBBAB	#1DBBAB	195.350477043822	311.6219238374	1	203
#1DBBAB	#1DBBAB	197.126436781609	310.022842506986	1	203
#1DBBAB	#1DBBAB	199.399261705358	309.284356923171	1	203
#1DBBAB	#1DBBAB	201.775959737787	309.534157952327	1	203
#1DBBAB	#1DBBAB	203.845578197465	310.729052727141	1	203
#1DBBAB	#1DBBAB	205.25026125082	312.662433085771	1	203
